id_CWEB,RA,Dec,mean_grades,median_grades,std_grades,tile_C3D_grizli,segment_id,z,f_Hb,e_Hb,f_O34960,e_O34960,f_O35008,e_O35008,mag_model_f444w,mag_err_model_f444w
27377,149.83618503874,2.31700294390285,1.75,2.5,1.6393596310755,1.3,34671.0,7.46313088079375,4.36606501019402E-18,1.50495532645677E-18,7.7075976214962E-18,1.32567066464311E-18,3.06839295727693E-17,1.85514624414978E-18,25.8143475685173,0.152884958282651
35176,149.839667453022,2.24623499559483,3.0,3.0,0.0,1.3,68414.0,7.09623087490505,6.52924495477825E-19,5.13404476208244E-19,6.31370288148754E-18,6.33264418047487E-19,1.8963133727349E-17,7.32247469130405E-19,27.7406764253247,0.179449253528088
38653,149.925766906419,2.08413246782897,2.0,2.0,0.632455532033676,2.1,2539.0,7.058182002406030,1.51348211363479E-18,7.44493741162674E-19,2.47602811764969E-18,6.40976345620127E-19,6.4332519914402E-18,9.17034523632611E-19,26.1529055044031,0.0566669845457652
39278,149.934843032405,2.08555437215367,2.2,2.0,0.4,2.2,3255.0,7.0637173502758500,1.42619553807043E-18,6.91770866992893E-19,3.75483976297108E-18,6.23137985643698E-19,6.9515781101629E-18,6.6457388421382E-19,25.4629029717388,0.100361868996325
39513,149.887144450108,2.10450286100054,2.66666666666667,3.0,0.471404520791032,1.2,3518.0,7.98798912819241,2.26240680070679E-18,7.60289251170468E-19,4.96629348098364E-18,9.79338730647707E-19,1.25175765027302E-17,1.23218738729107E-18,25.564120195967,0.0385860266619398
39812,149.901465793034,2.10151664001348,1.75,2.0,0.433012701892219,2.2,3864.0,6.957893234154890,2.79689378129355E-19,9.18006513848678E-19,1.94904289846803E-18,4.66811636993957E-19,3.25402802350939E-18,4.94915912804744E-19,26.460210444695,0.0445648280499207
40272,149.87104726438,2.11536530346649,2.5,3.0,0.866025403784439,1.2,4370.0,6.98231285713658,3.72048780878834E-19,8.32633319080106E-19,2.42470065664402E-18,6.32270941009058E-19,6.72947208833526E-18,7.67199345952572E-19,25.8243397616947,0.0812678904208645
40466,149.878038814905,2.11407294448944,2.25,2.0,0.433012701892219,1.2,4581.0,7.167370825707760,2.66734279353121E-19,4.74409839918378E-19,3.33655646396269E-18,6.9811296238159E-19,9.29710082928934E-18,8.86641554464806E-19,26.0170584410438,0.0978712885736513
43250,149.945147531777,2.10742158266278,2.2,2.0,0.4,2.2,7727.0,7.093182531346830,2.16978836467359E-18,9.35993350070379E-19,5.59819008143336E-18,8.53032322099723E-19,1.58223464001502E-17,1.14667541632264E-18,25.2573457440158,0.0562818672422589
44184,149.959548344165,2.10860845717418,2.0,2.0,0.0,2.2,8775.0,7.708649283849560,9.34437499438417E-20,2.83139042394691E-19,4.10885895134834E-18,8.20235046083325E-19,6.29513272213819E-18,7.76388496990043E-19,25.9880596248862,0.0714571256694659
44371,149.927758258214,2.12142641296502,2.25,2.0,0.433012701892219,2.2,8986.0,6.903795459541110,-99.0,-99.0,2.81993299480461E-18,7.11167608473284E-19,1.09376158482747E-17,7.44076693480265E-19,25.5715698402352,0.0478962126583643
45166,149.946486612312,2.11992284417326,2.75,3.0,0.433012701892219,2.2,9876.0,7.05650307044891,2.74775448750688E-18,1.10342946704281E-18,5.08207507184919E-18,9.34263316785753E-19,2.01660352591903E-17,1.1901376123085E-18,25.0283067365974,0.0450009664461122
45578,149.90996175799,2.13625053726515,1.5,1.5,0.5,2.2,10344.0,7.249449056101100,6.54147128064276E-19,8.00710474446735E-19,1.08186396135423E-18,9.60604159586401E-19,6.57748413132899E-18,1.82790169295438E-18,26.5543036943436,0.170704306036513
46494,149.898497453951,2.1470603601965,2.75,3.0,0.433012701892219,1.2,11366.0,7.765322959521720,2.07325564095646E-18,6.96160668724562E-19,3.79093200469327E-18,7.79851562407488E-19,1.16091196612804E-17,9.37336050820305E-19,25.4812049856494,0.0345006427411452
47932,149.967496453679,2.13211867519535,2.25,2.0,0.433012701892219,2.2,13017.0,7.062543648384190,2.3067138161275E-18,8.08345512189825E-19,3.7619733961379E-18,7.23021208204447E-19,1.13922754609127E-17,8.60583945587281E-19,25.7365430709267,0.0964729666112597
48561,149.981529195112,2.13100082121964,1.25,1.5,0.82915619758885,2.2,13732.0,7.123984697604280,4.18793346337555E-19,3.28701120037963E-19,5.77568295067513E-20,2.59031536023732E-19,2.74465775525496E-18,4.83600893368146E-19,27.3153528483909,0.0697980236875038
48642,149.927064119156,2.15125806286377,2.0,2.0,0.0,2.2,13825.0,6.89579485013567,-99.0,-99.0,2.9821844437434E-18,8.32400692835731E-19,1.03132092377592E-17,8.96333522255796E-19,25.8650467497674,0.0418441801356453
53427,149.944310820167,2.18046957172626,2.75,3.0,0.433012701892219,2.2,19314.0,6.8848598627859000,-99.0,-99.0,7.43857480788814E-18,1.3420851950396E-18,2.32524409989711E-17,1.33651009316104E-18,25.0093783671379,0.0327155715057089
59165,150.037208501612,2.18289264961032,2.75,3.0,0.433012701892219,2.3,25838.0,7.837263385591240,1.76274016166503E-18,7.46837511931296E-19,5.7818497004353E-18,8.02132818610858E-19,1.15907588882406E-17,9.97152619667666E-19,25.3512444417673,0.0408098232878797
59367,149.981404601165,2.20453594714109,2.2,2.0,0.4,2.3,26058.0,7.6248329340707000,2.16128894868856E-18,7.6382006978855E-19,3.43532505919093E-18,7.2122126986751E-19,1.04378715813237E-17,8.60619188079435E-19,25.4028952983443,0.0756027934702012
59528,149.983254906278,2.20487568570136,1.8,2.0,0.4,2.3,26241.0,7.62770390878679,1.64805538220082E-18,1.0519486074688E-18,4.14968363637045E-18,1.10292845607566E-18,6.59006357017575E-18,1.1883975766475E-18,26.1921058216576,0.0741841567293881
66291,149.968381003242,2.25490454326564,1.66666666666667,2.0,0.471404520791032,2.3,33909.0,6.838512247889290,-99.0,-99.0,3.8810294684445E-18,1.28500517137928E-18,6.6656589431919E-18,9.44624300461292E-19,26.1826815652299,0.173739639282423
79318,150.071349809833,2.03623930966566,1.75,2.0,0.433012701892219,3.1,3481.0,7.518162199541680,3.97945404941589E-19,3.05447185103258E-19,1.25619158915801E-18,4.26894145888302E-19,3.37119243756997E-18,7.57146041925702E-19,26.8360152776987,0.062327626762954
79665,150.096395368395,2.02929037044709,1.5,1.5,0.5,3.2,3880.0,7.847669634364370,7.40604105058849E-19,9.9018376803842E-19,2.70774838983438E-18,1.26166066165099E-18,5.70998155909405E-18,1.71619881328808E-18,25.1815341611222,0.0765350426726687
80666,150.054316512011,2.05192362845478,1.75,2.0,0.433012701892219,3.2,4999.0,6.962159160630370,-99.0,-99.0,1.88568075080961E-18,9.20251515673632E-19,5.55699414292094E-18,1.15502815952933E-18,26.6693289797104,0.0832706759958535
83859,150.014577880761,2.0886258736225,1.5,1.5,0.5,2.2,8617.0,7.102434211030630,1.61997302191153E-18,6.75143920314078E-19,1.90670418189203E-18,5.33817214957366E-19,7.73882379000879E-18,6.45109449977646E-19,24.4896112908963,0.0205877532886825
84107,150.123182095778,2.05113495137484,2.0,2.0,0.0,3.2,8893.0,7.091501737930160,6.44423431253468E-19,4.97700765414779E-19,2.95847369878477E-18,7.44261936373772E-19,7.04634199266911E-18,7.7397101501481E-19,24.7336537498084,0.0759864724918149
88361,150.095332029567,2.09198682005681,1.5,1.5,0.5,3.2,13751.0,7.186290582951730,1.78299865641385E-18,9.14132767006335E-19,2.34566669859034E-18,8.66623828467528E-19,7.64811659283394E-18,9.81844341374526E-19,26.0841327393294,0.0270035991801863
90010,150.113631436443,2.09799976083362,1.75,2.0,0.433012701892219,3.2,15673.0,7.247030095533220,3.95127798611918E-20,4.80768142270905E-19,3.02658718050271E-18,9.84527176071417E-19,8.79370695305885E-18,1.05443019774408E-18,24.5245147994428,0.0197824950821974
91030,150.125997921221,2.10156067342277,3.0,3.0,0.0,3.2,16851.0,7.070667155836350,1.8673499543005E-18,1.00501924446212E-18,4.92356927467223E-18,7.07955815492178E-19,1.33500217050886E-17,6.41654447468645E-19,25.6560454376066,0.0921436578927176
91188,150.128264404823,2.10190094749768,1.75,2.0,0.433012701892219,3.2,17031.0,7.073424828158280,3.48762203075353E-18,1.04831965570183E-18,4.15576596881912E-18,7.81850429290599E-19,1.55327783146524E-17,9.38923187216947E-19,25.3239781521296,0.066146031276054
94024,150.1255271736,2.12270972307829,1.5,1.5,0.5,3.2,20259.0,6.853264275118060,-99.0,-99.0,7.4555324713508E-18,1.61697162210191E-18,1.41501667215011E-17,1.27773382877364E-18,25.3509682539352,0.076394490270936
96199,150.154760537235,2.12554763562168,1.8,2.0,0.4,3.2,22809.0,7.669593763369470,7.70287810570032E-19,4.98429914752463E-19,1.8700217361973E-18,6.65545957044164E-19,4.05459026834204E-18,7.211765637251E-19,26.6435375999443,0.0612302227955848
97698,150.061630151225,2.16774074547871,2.25,2.0,0.433012701892219,2.3,24470.0,7.019901260036730,2.24174546342962E-18,8.82665492438064E-19,5.84594092493162E-18,7.25839123484312E-19,1.20963263809098E-17,7.27675569435052E-19,25.7334387661965,0.0706378767046249
97749,150.071542843524,2.1644882439477,2.0,2.0,0.0,3.3,24526.0,7.9615369031121900,2.81850907139151E-18,9.675816230787E-19,3.60906822005385E-18,9.63562054871353E-19,7.31121305689601E-18,1.10927261371673E-18,25.6456728158898,0.0497064043706754
98033,150.128169477256,2.1459820761119,2.0,2.0,0.0,3.3,24860.0,7.9612071470891500,1.35107165125628E-18,7.20809560199952E-19,2.46007094870795E-18,7.88689585830292E-19,5.74061487518454E-18,8.87608489201589E-19,26.1108958379368,0.0629663747446043
99013,150.146268682792,2.14603867489199,1.8,2.0,0.4,3.3,26014.0,7.020970505066470,6.60406950143058E-22,5.85262540700826E-19,3.19634270752205E-18,1.02442557778129E-18,1.12253906066222E-17,1.03916002876235E-18,25.7141568367051,0.0585110765153859
102737,150.143034629184,2.17182688697778,1.8,2.0,0.4,3.3,30189.0,7.788494718584390,2.38983938897014E-18,8.01517104855043E-19,3.10713610586972E-18,7.18079437538799E-19,6.58778260285713E-18,8.66783760937007E-19,26.286313184144,0.04713049139659
103185,150.13865623002,2.17620818074714,2.4,2.0,0.489897948556636,3.3,30699.0,7.330408164454000,2.18737622722643E-18,9.28663435310591E-19,5.67386042637795E-18,1.0727211619612E-18,1.33213545203964E-17,1.1234162138094E-18,25.4029045786873,0.0414194576752254
111204,150.129768964232,2.09050155748011,1.5,1.5,0.5,3.2,58598.0,7.012640874196040,1.83510839060681E-18,8.81035612817705E-19,2.39012349687195E-18,6.72427229541054E-19,5.72849451610725E-18,7.16976018603829E-19,26.8623631840362,0.080219380764468
119009,150.178890964903,1.99747829801915,2.0,2.0,1.09544511501033,4.1,3356.0,7.869164887456470,7.9182978484279E-19,7.91892090223664E-19,4.08293823168742E-18,1.00168640955641E-18,9.56547195160412E-18,1.17865910289926E-18,26.0155016010563,0.066356897670404
120534,150.258962600801,1.97928892726977,2.0,2.0,0.0,4.2,5067.0,6.993389954471970,1.49187309034631E-18,1.3435602425163E-18,2.66018604072635E-18,8.91585891170893E-19,6.7771925384979E-18,1.11962141533935E-18,26.2481945307992,0.0514036559016789
121086,150.215731581061,1.99897780013684,2.5,2.5,0.5,4.2,5716.0,8.171450200431050,2.72879550375832E-18,8.85972256528484E-19,5.39781870937605E-18,8.65139922655514E-19,1.56904046440483E-17,1.0116586046986E-18,25.5031080174577,0.0242811645955255
124027,150.189257596332,2.02881552314912,1.25,2.0,1.29903810567666,4.2,9033.0,7.341440302568410,7.78139102878413E-19,5.30854471982201E-19,2.74427828539625E-18,7.67426954155957E-19,5.24745218889227E-18,7.94948694427463E-19,26.3666267781195,0.126941542354085
124667,150.234359236297,2.01700923979108,1.8,2.0,0.4,4.2,9748.0,7.2037384021933900,1.42602669818144E-18,5.5879700730707E-19,1.0323922056146E-18,5.25393961604273E-19,3.57435157779187E-18,1.28796289046517E-18,26.1676438340031,0.0369763212580992
126265,150.257204967274,2.02010900380364,2.25,2.0,0.433012701892219,4.2,11575.0,7.199401979194130,3.95004398250077E-18,1.11877592986371E-18,8.65020625959134E-18,1.17474785349198E-18,2.57895960364398E-17,1.32817994505779E-18,24.4648107336952,0.0286402284168781
126302,150.195643559597,2.04282564083342,2.5,2.5,0.5,4.2,11615.0,8.024603562373380,2.35407382973578E-18,9.09875732365955E-19,3.48421188742815E-18,1.00050762214467E-18,7.39013704297744E-18,1.08496774947134E-18,25.3989631396844,0.0813789054348961
126871,150.254658420045,2.02493963211701,1.5,1.5,0.5,4.2,12280.0,7.194865958677910,1.10714599289466E-18,5.48585456186523E-19,1.87402426809269E-18,6.64515030600528E-19,4.08578718862137E-18,6.5878524167717E-19,26.4048457801956,0.0524437483426156
127098,150.178057671352,2.05426400351943,2.5,2.5,0.5,4.2,12540.0,7.012255499442910,3.23967399562831E-18,1.52923372708256E-18,9.528617578765E-18,9.62044896306656E-19,2.04245545091553E-17,1.10856352450674E-18,25.2082069685919,0.0376999723330742
127150,150.231127955469,2.03536678516403,2.0,2.0,0.0,4.2,12603.0,7.074342023599270,8.48689842147964E-20,4.40463021070179E-19,3.48297184422987E-18,6.95024315058373E-19,6.88778674088463E-18,7.20887750563787E-19,26.2920787517968,0.0316587429696043
127390,150.221798605602,2.04022253670654,2.0,2.0,0.0,4.2,12873.0,7.072284524206380,1.80876829630878E-18,7.28103313906573E-19,3.43419199822291E-18,6.70184358984297E-19,6.66684253260417E-18,7.10017282562717E-19,26.1546618553976,0.0359973134323068
128458,150.192101847227,2.05756835339951,1.5,1.5,0.5,4.2,14073.0,7.033401052904200,4.74156903341805E-18,1.46635386516531E-18,4.20452089394925E-18,1.07501274809473E-18,1.25194476606943E-17,1.42962614012206E-18,25.7020939681123,0.0260889314111478
130163,150.259727515,2.04343846551593,1.66666666666667,2.0,0.471404520791032,4.2,15975.0,6.996197870675330,3.4662086992731E-18,1.58193909977819E-18,4.33955498641708E-18,9.77030402928965E-19,1.59291742626807E-17,1.20797832916869E-18,25.4494744992909,0.0350744143163384
130235,150.174685420914,2.07482932787762,2.0,2.0,0.0,3.2,16052.0,7.335836030729870,1.47148934246962E-19,4.36460515622517E-19,3.79961472935298E-18,8.51832980743126E-19,7.8225402848652E-18,9.23741551416918E-19,25.7624484110538,0.156756051857555
130740,150.163099099297,2.08241338716701,2.25,2.5,0.82915619758885,3.2,16621.0,6.943811011749560,-99.0,-99.0,4.41647884752968E-18,8.09844244889916E-19,1.27643134264655E-17,8.30648164663701E-19,25.4701798656173,0.112072668148141
130741,150.163156484361,2.08256865400103,1.5,2.0,1.6583123951777,3.2,16622.0,6.940338658133030,-99.0,-99.0,2.62778364685296E-18,7.95018035777279E-19,1.0330491714927E-17,1.02742871634951E-18,25.5527514895433,0.0545210396977668
130841,150.179640755522,2.07741487107112,2.0,2.0,1.0,3.2,16739.0,7.063105178807970,1.5086201489634E-18,7.88849795524019E-19,3.67606049408649E-18,8.36634781236659E-19,7.13271163664865E-18,8.54811171647423E-19,25.9150736932795,0.0988864710829746
131018,150.281068860839,2.04156729404163,2.25,2.0,0.433012701892219,4.2,16939.0,6.877933969747040,-99.0,-99.0,1.97344199265107E-18,8.94009236429911E-19,6.40750162985085E-18,1.0735188160398E-18,26.457743423752,0.119830257203633
133331,150.201132621126,2.08698000923775,2.25,2.5,0.82915619758885,4.2,19509.0,6.885884462942130,-99.0,-99.0,4.98970809516302E-18,1.04026703530096E-18,1.3705453478205E-17,1.0548816608214E-18,25.3050380713406,0.0247593249707585
135308,150.214572464422,2.09436594780004,2.0,2.0,0.0,4.2,21720.0,8.55642901895893,7.66931728922346E-19,9.3222652532918E-19,4.99100788478462E-18,1.21078161958348E-18,1.44333641687263E-17,1.4651333631237E-18,25.6104677693897,0.0673477535197739
139342,150.235620341023,2.1132487177438,1.75,2.0,0.433012701892219,4.3,26327.0,6.900861664180860,-99.0,-99.0,7.06359295024863E-18,1.78949386486947E-18,9.21055464223601E-18,1.61516782975958E-18,26.5278954911321,0.0724692296573412
142877,150.249315105548,2.13387669808213,1.75,2.0,0.433012701892219,4.3,30312.0,6.911411633202050,-99.0,-99.0,5.40133440101844E-18,1.53956049199497E-18,1.33167539385936E-17,1.46722581488418E-18,25.305694743684,0.0336112641760252
142958,150.249966367672,2.13415220116422,2.0,2.0,0.0,4.3,30409.0,6.907363859508690,-99.0,-99.0,6.13008495667392E-18,1.22561043740411E-18,1.29756333988431E-17,1.33050438673369E-18,25.369898891621,0.0200779858594055
143460,150.192635562678,2.1584994993346,2.5,2.5,0.5,3.3,30997.0,7.68476747569623,8.80256387401943E-19,7.48177490855244E-19,4.80185856950174E-18,8.88290223489211E-19,1.21056876256716E-17,1.17252353624111E-18,25.5483629801344,0.0270495968975329
145203,150.193816596309,2.17020761309242,2.0,2.0,0.632455532033676,3.3,33004.0,7.204144482690580,2.31770816750877E-18,7.15470498547767E-19,2.27656925090769E-18,7.13499410394848E-19,7.70033353672635E-18,8.76858352119304E-19,25.1617791077626,0.0414355000810625
145288,150.280681750235,2.1391636773096,2.25,2.0,0.433012701892219,4.3,33102.0,6.917209247859380,-99.0,-99.0,4.61131722849354E-18,8.95600375335733E-19,1.26122605453038E-17,1.02239637088923E-18,24.5087233872526,0.0331523632993393
146206,150.170280705347,1.99797728760491,3.0,3.0,0.0,4.2,40114.0,7.012548989121080,4.16895922142924E-18,1.19603668662925E-18,2.79007983216128E-18,6.06478782948286E-19,6.52543911045688E-18,8.41774049923729E-19,26.654537849479,0.235048668398848
201798,149.785153726147,2.01629810753444,2.25,2.0,0.433012701892219,1.1,15262.0,7.426019825563550,5.27392708834863E-18,1.28703935416201E-18,3.80344460144314E-18,1.14732543271941E-18,9.87006954115678E-18,1.27841426853844E-18,24.8367564803384,0.0326837060914846
202710,149.775832248824,2.02646127285181,2.0,2.0,0.0,1.1,16318.0,6.925095285145760,-99.0,-99.0,1.20972398211381E-18,4.53457830068409E-19,2.96792249590601E-18,5.71752290343736E-19,26.654473907325,0.073128095911639
202778,149.751077637168,2.03608850257066,3.0,3.0,0.0,1.1,16398.0,7.134884665372240,2.44527272470596E-18,5.55187920821776E-19,4.90139898066937E-18,6.21055823593464E-19,1.33576776885539E-17,7.12324265621594E-19,25.5594495784682,0.0411458713482629
203073,149.763120940192,2.03445167706562,2.0,2.0,0.0,1.1,16737.0,7.133446767322650,1.93780525988737E-18,6.80464382450045E-19,3.45543089827702E-18,7.16351012785714E-19,5.98482054243336E-18,7.97568638535251E-19,24.8643113575014,0.0710350877721999
203695,149.792384707571,2.02890070943465,2.25,2.0,0.433012701892219,1.1,17426.0,7.167072118191840,2.56564874660593E-19,3.97158152263956E-19,2.18858047255819E-18,5.88139740218441E-19,9.1458009568407E-18,7.87364502484033E-19,25.6287893925477,0.0696369762937691
205071,149.766585531937,2.04879809909277,2.75,3.0,0.433012701892219,1.1,18990.0,7.241668888663980,3.38912887871983E-18,8.98485988354933E-19,4.41194342377925E-18,8.52926323405202E-19,1.09324467319517E-17,1.04089793464623E-18,25.4621644209407,0.0341822332094043
209093,149.759118390047,2.08015147942061,2.0,2.0,0.0,1.1,23548.0,8.377913004604870,6.15249805840142E-19,5.58086735566921E-19,2.64070372766854E-18,7.80087042212954E-19,6.23653237238566E-18,8.07539290725173E-19,26.1739139552871,0.0699668560252794
210017,149.805861496248,2.0702936451092,2.25,2.0,0.433012701892219,1.1,24661.0,7.112662287255520,6.55757648090982E-19,5.20975107295124E-19,2.81228219964779E-18,5.98384182997823E-19,8.59582978489277E-18,6.86866755947986E-19,26.2192551990012,0.0490299614057512
210190,149.826625321448,2.06411932880523,2.5,2.5,0.5,1.1,24865.0,7.231496427784720,1.37972929214159E-19,3.49722931658501E-19,2.94220901241672E-18,5.20351229560771E-19,5.15619935848614E-18,6.60458886263399E-19,26.2916643074482,0.0762126714966678
212006,149.775954571248,2.09702949821225,1.75,2.0,0.433012701892219,1.1,26980.0,7.210893782188520,6.78504780976699E-19,7.0731967912236E-19,1.94050722144744E-18,1.00242913891815E-18,7.01507863530243E-18,1.20696762984394E-18,26.6003538431264,0.0858263594695813
214287,149.834516060773,2.09112625720831,1.75,1.5,0.82915619758885,1.1,29536.0,7.178432962536120,1.41673653864606E-19,3.03752109220336E-19,2.3549959950289E-18,4.62080449985551E-19,4.98025767904244E-18,5.32662777776671E-19,26.3483746648699,0.0412398099060265
214607,149.766067900368,2.11812616744925,1.25,2.0,1.29903810567666,1.1,29907.0,7.785966499445570,3.48692651095749E-19,3.73965595788138E-19,2.4698870075009E-18,6.07805601217795E-19,6.10567602903226E-18,7.88612024418911E-19,26.3152257280081,0.159570530267463
215020,149.84556873103,2.09233430204718,1.5,1.5,0.5,1.1,30381.0,6.914156125682100,-99.0,99.0,2.88146936808722E-18,8.22308540698388E-19,1.22283802692143E-17,9.77579857402079E-19,25.6811923185339,0.0270268662084308
245239,149.94188065363,1.97625644269962,2.4,2.0,0.489897948556636,2.1,18277.0,7.02027443022679,1.27106633840712E-18,9.35595804036052E-19,4.5849946765652E-18,7.6338434076571E-19,8.45468230837874E-18,1.04713402487438E-18,26.0265387725029,0.0629381514514852
251185,149.881095176491,2.04066233471749,1.5,1.5,0.5,2.1,25157.0,7.767830177982780,1.31210281972934E-18,5.83554799187525E-19,1.53721520216934E-18,6.85134327248782E-19,6.80141120747878E-18,8.62183140064157E-19,25.1147615032829,0.0815101290224274
251313,149.896019712044,2.03609111873192,2.0,2.0,0.0,2.1,25300.0,7.144139821472740,1.44515903361855E-18,9.25163686603993E-19,2.789202212174E-18,8.9445863161818E-19,9.48958224207136E-18,1.23558784733934E-18,25.8399172658703,0.0608809207214008
251593,149.895231532059,2.03841188132367,2.75,3.0,0.433012701892219,2.1,25617.0,7.122312793896940,1.91330650522053E-18,8.48395122402718E-19,7.73186065660352E-18,8.92582172179255E-19,1.91118985922433E-17,9.81287251354975E-19,24.9945211624121,0.0779119549159916
251839,149.960865969414,2.01625069798923,1.5,1.5,0.5,2.1,25920.0,6.995399623499320,7.95337609537873E-19,9.01836136334647E-19,2.74514424822363E-18,8.36878655729787E-19,8.90928519575381E-18,9.07023254825965E-19,25.9968251556398,0.0429527596575492
